route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
OCE600,3965,OCESN429396R0100132506,"429396",0,,
OCE600,236,OCESN830916F1301337220,"830916",0,,
OCE600,827,OCESN830922F0300337255,"830922",0,,
OCE600,236,OCESN086382F1001019272,"86382",0,,
OCE600,236,OCESN086380F0900919263,"86380",0,,
OCE600,4696,OCESN830922F0600637256,"830922",0,,
OCE600,236,OCESN830920F1701737246,"830920",0,,
OCE600,236,OCESN830914F0800837213,"830914",0,,
OCE600,236,OCESN830918F2002037234,"830918",0,,
OCE600,3184,OCESN086388F0200219287,"86388",0,,
OCE600,4646,OCESN086386F0300319280,"86386",0,,
OCE600,127,OCESN086390F0800819294,"86390",0,,
OCE600,4819,OCESN086390F0200219293,"86390",0,,
OCE600,4646,OCESN086384F0300319279,"86384",0,,
OCE600,4709,OCESN086380F1001019264,"86380",0,,
OCE600,4696,OCESN086380F0500519262,"86380",0,,
OCE600,4709,OCESN086382F1101119274,"86382",0,,
OCE600,4719,OCESN086382F0500519271,"86382",0,,
OCE600,4820,OCESN830928F0500537285,"830928",0,,
OCE600,360,OCESN830926F0800837279,"830926",0,,
OCE600,4696,OCESN830928F0900937288,"830928",0,,
OCE600,827,OCESN830928F1001037287,"830928",0,,
OCE600,3190,OCESN830926F0600637278,"830926",0,,
OCE600,4696,OCESN830924F0900937266,"830924",0,,
OCE600,827,OCESN830924F1001037265,"830924",0,,
OCE600,4719,OCESN830926F0700737277,"830926",0,,
OCE600,127,OCESN830924F1101137267,"830924",0,,
OCE600,2336,OCESN830928F1101137289,"830928",0,,
OCE600,127,OCESN830934F0600637316,"830934",0,,
OCE600,4833,OCESN830934F0700737315,"830934",0,,
OCE600,4825,OCESN086388F0700719286,"86388",0,,
OCE600,4834,OCESN830934F0500537317,"830934",0,,
OCE600,827,OCESN830932F1201237309,"830932",0,,
OCE600,827,OCESN830930F0200237299,"830930",0,,
OCE600,4696,OCESN830930F0700737298,"830930",0,,
OCE600,4781,OCESN830932F0400437307,"830932",0,,
OCE600,4696,OCESN830932F0700737305,"830932",0,,
OCE600,4790,OCESN830918F0700737231,"830918",0,,
OCE600,4819,OCESN830918F1401437230,"830918",0,,
OCE600,4709,OCESN830918F1801837233,"830918",0,,
OCE600,4725,OCESN830918F1301337232,"830918",0,,
OCE600,4722,OCESN830916F1401437221,"830916",0,,
OCE600,4709,OCESN830914F0400437211,"830914",0,,
OCE600,4647,OCESN830912F0300337207,"830912",0,,
OCE600,4721,OCESN830916F0600637218,"830916",0,,
OCE600,4696,OCESN830914F0700737214,"830914",0,,
OCE600,4709,OCESN830920F1801837247,"830920",0,,
OCE600,4819,OCESN830924F0300337264,"830924",0,,
OCE600,4727,OCESN830920F1601637249,"830920",0,,
OCE600,4725,OCESN830920F1001037244,"830920",0,,
OCE600,3184,OCESN830918F2302337237,"830918",0,,
OCE600,4824,OCESN830918F2102137236,"830918",0,,
OCE600,4682,OCESN830920F0600637242,"830920",0,,
OCE600,127,OCESN830918F2202237238,"830918",0,,
OCE327,3734,OCESN086394F0300319300,"86394",0,,
OCE327,3734,OCESN086392F0300319299,"86392",0,,
OCE327,3734,OCESN086398F0400419303,"86398",0,,
OCE327,3757,OCESN086396F1301319302,"86396",0,,
OCE324,94,OCESN429071R0200232417,"429071",1,,
OCE324,1008,OCESN833305F0300338255,"833305",1,,
OCE324,1008,OCESN833303F0200238253,"833303",1,,
OCE324,167,OCESN833301F0300338251,"833301",1,,
OCE324,3768,OCESN086553F0400419311,"86553",1,,
OCE324,3679,OCESN086573F0300319350,"86573",1,,
OCE324,3766,OCESN086571F0300319346,"86571",1,,
OCE324,3770,OCESN086563F0300319330,"86563",1,,
OCE324,3770,OCESN086565F0400419334,"86565",1,,
OCE324,3766,OCESN086551F0300319306,"86551",1,,
OCE324,3769,OCESN086551F0400419307,"86551",1,,
OCE324,3767,OCESN086553F0300319310,"86553",1,,
OCE324,3769,OCESN086571F0400419347,"86571",1,,
OCE324,3766,OCESN086555F0300319314,"86555",1,,
OCE324,3767,OCESN086557F0400419318,"86557",1,,
OCE324,3710,OCESN086579F0300319359,"86579",1,,
OCE324,3769,OCESN086567F0400419339,"86567",1,,
OCE324,3766,OCESN086569F0300319342,"86569",1,,
OCE324,3679,OCESN086559F0300319322,"86559",1,,
OCE324,3768,OCESN086557F0500519319,"86557",1,,
OCE324,3769,OCESN086569F0400419343,"86569",1,,
OCE324,3710,OCESN086575F0300319353,"86575",1,,
OCE324,3769,OCESN086555F0400419315,"86555",1,,
OCE324,3766,OCESN086567F0300319338,"86567",1,,
OCE324,3679,OCESN086561F0300319325,"86561",1,,
OCE324,3679,OCESN086577F0300319356,"86577",1,,
OCE324,1995,OCESN429021R0200232392,"429021",1,,
OCE324,94,OCESN833203F0600638222,"833203",1,,
OCE324,3783,OCESN429033R0200232396,"429033",1,,
OCE324,3784,OCESN429069R0200232415,"429069",1,,
OCE324,3821,OCESN833203F0400438223,"833203",1,,
OCE324,3226,OCESN833205F0400438225,"833205",1,,
OCE324,146,OCESN833209F0700738236,"833209",1,,
OCE324,299,OCESN833209F0800838237,"833209",1,,
OCE324,167,OCESN833207F0400438234,"833207",1,,
OCE324,3708,OCESN833213F0300338245,"833213",1,,
OCE324,167,OCESN833201F0400438217,"833201",1,,
OCE324,3712,OCESN833211F0500538242,"833211",1,,
OCE324,1995,OCESN086565F0500519335,"86565",1,,
OCE324,1995,OCESN086563F0400419329,"86563",1,,
OCE324,3783,OCESN429116R0200232444,"429116",0,,
OCE324,3919,OCESN833206F1401438233,"833206",0,,
OCE324,3922,OCESN833206F1301338228,"833206",0,,
OCE324,94,OCESN429240R0200232483,"429240",0,,
OCE324,1008,OCESN833304F0300338254,"833304",0,,
OCE324,1008,OCESN833302F0200238252,"833302",0,,
OCE324,1008,OCESN833306F0200238256,"833306",0,,
OCE324,3785,OCESN429074R0200232420,"429074",0,,
OCE324,3727,OCESN833214F0300338246,"833214",0,,
OCE324,74,OCESN833202F0800838221,"833202",0,,
OCE324,118,OCESN833212F0500538244,"833212",0,,
OCE324,114,OCESN833202F0700738219,"833202",0,,
OCE324,3967,OCESN833202F0500538218,"833202",0,,
OCE324,1008,OCESN833200F0300338216,"833200",0,,
OCE324,3894,OCESN833202F0600638220,"833202",0,,
OCE324,167,OCESN833208F0400438235,"833208",0,,
OCE324,3915,OCESN833206F0500538226,"833206",0,,
OCE324,3917,OCESN833206F0800838232,"833206",0,,
OCE324,3920,OCESN833206F1201238230,"833206",0,,
OCE324,3921,OCESN833206F1101138231,"833206",0,,
OCE324,3967,OCESN833210F0300338238,"833210",0,,
OCE324,3975,OCESN833210F0400438241,"833210",0,,
OCE324,3970,OCESN833212F0400438243,"833212",0,,
OCE324,3666,OCESN833210F0500538240,"833210",0,,
OCE324,74,OCESN833210F0600638239,"833210",0,,
OCE324,3687,OCESN833204F0400438224,"833204",0,,
OCE324,3769,OCESN086568F0400419340,"86568",0,,
OCE324,3768,OCESN086552F0400419308,"86552",0,,
OCE324,3766,OCESN086568F0300319341,"86568",0,,
OCE324,3769,OCESN086570F0400419345,"86570",0,,
OCE324,3766,OCESN086570F0300319344,"86570",0,,
OCE324,3766,OCESN086554F0300319312,"86554",0,,
OCE324,3769,OCESN086554F0400419313,"86554",0,,
OCE324,3767,OCESN086552F0300319309,"86552",0,,
OCE324,3766,OCESN086566F0300319337,"86566",0,,
OCE324,3769,OCESN086566F0400419336,"86566",0,,
OCE324,3766,OCESN086576F0300319354,"86576",0,,
OCE324,3768,OCESN086574F0400419352,"86574",0,,
OCE324,3769,OCESN086576F0400419355,"86576",0,,
OCE324,3768,OCESN086578F0400419358,"86578",0,,
OCE324,3767,OCESN086578F0300319357,"86578",0,,
OCE324,3769,OCESN086550F0400419304,"86550",0,,
OCE324,3766,OCESN086550F0300319305,"86550",0,,
OCE324,3766,OCESN086572F0300319348,"86572",0,,
OCE324,3767,OCESN086574F0300319351,"86574",0,,
OCE324,3769,OCESN086572F0400419349,"86572",0,,
OCE324,3769,OCESN086558F0400419320,"86558",0,,
OCE324,3767,OCESN086556F0300319316,"86556",0,,
OCE324,3766,OCESN086560F0300319323,"86560",0,,
OCE324,3766,OCESN086558F0300319321,"86558",0,,
OCE324,3768,OCESN086556F0400419317,"86556",0,,
OCE324,3769,OCESN086562F0600619328,"86562",0,,
OCE324,3769,OCESN086560F0400419324,"86560",0,,
OCE324,3771,OCESN086562F0500519326,"86562",0,,
OCE324,3771,OCESN086564F0500519333,"86564",0,,
OCE324,3769,OCESN086564F0600619331,"86564",0,,
OCE324,1995,OCESN086564F0700719332,"86564",0,,
OCE324,1995,OCESN086562F0700719327,"86562",0,,
OCE324,1995,OCESN429028R0200232394,"429028",0,,
OCE626,4184,OCESN876425F2002048442,"876425",1,,
OCE626,4185,OCESN876429F2102148464,"876429",1,,
OCE626,4183,OCESN876425F1901948439,"876425",1,,
OCE626,4185,OCESN876425F2202248440,"876425",1,,
OCE626,4184,OCESN876429F2302348465,"876429",1,,
OCE626,2415,OCESN876429F2202248471,"876429",1,,
OCE626,4183,OCESN876429F2702748472,"876429",1,,
OCE626,4267,OCESN876419F2102148404,"876419",1,,
OCE626,4269,OCESN876419F2402448406,"876419",1,,
OCE626,4263,OCESN876419F0800848400,"876419",1,,
OCE626,2415,OCESN876425F1801848438,"876425",1,,
OCE626,4270,OCESN876419F2302348407,"876419",1,,
OCE626,4095,OCESN876301F1401448270,"876301",1,,
OCE626,3460,OCESN876303F0400448275,"876303",1,,
OCE626,4095,OCESN876303F0600648276,"876303",1,,
OCE626,4095,OCESN876311F0800848296,"876311",1,,
OCE626,2415,OCESN876311F0700748297,"876311",1,,
OCE626,3460,OCESN876311F0600648295,"876311",1,,
OCE626,3460,OCESN876307F0400448285,"876307",1,,
OCE626,2415,OCESN876307F0700748287,"876307",1,,
OCE626,4095,OCESN876307F0600648286,"876307",1,,
OCE626,2415,OCESN876303F0800848277,"876303",1,,
OCE626,2415,OCESN876301F1001048264,"876301",1,,
OCE626,3460,OCESN876301F1201248265,"876301",1,,
OCE626,3462,OCESN876429F2402448470,"876429",1,,
OCE626,4102,OCESN876433F1301348491,"876433",1,,
OCE626,4108,OCESN876433F1901948495,"876433",1,,
OCE626,4220,OCESN876429F2602648467,"876429",1,,
OCE626,2006,OCESN876429F2002048468,"876429",1,,
OCE626,2415,OCESN876313F0900948301,"876313",1,,
OCE626,4095,OCESN876313F0800848300,"876313",1,,
OCE626,3460,OCESN876313F0700748299,"876313",1,,
OCE626,2415,OCESN876409F0900948369,"876409",1,,
OCE626,4095,OCESN876409F0800848368,"876409",1,,
OCE626,3460,OCESN876409F0400448367,"876409",1,,
OCE626,4139,OCESN876431F0200248482,"876431",1,,
OCE626,4140,OCESN876431F0300348481,"876431",1,,
OCE626,3485,OCESN876427F1201248452,"876427",1,,
OCE626,3489,OCESN876427F1101148451,"876427",1,,
OCE626,4262,OCESN876419F1501548398,"876419",1,,
OCE626,4228,OCESN086981F1601619361,"86981",1,,
OCE626,4265,OCESN876419F2202248401,"876419",1,,
OCE626,4266,OCESN876419F1701748403,"876419",1,,
OCE626,4168,OCESN876427F1001048450,"876427",1,,
OCE626,4110,OCESN876415F0900948387,"876415",1,,
OCE626,4095,OCESN876405F3103148352,"876405",1,,
OCE626,4213,OCESN086983F0900919365,"86983",1,,
OCE626,243,OCESN876415F0500548384,"876415",1,,
OCE626,2415,OCESN876405F2702748348,"876405",1,,
OCE626,4109,OCESN876415F0700748385,"876415",1,,
OCE626,3460,OCESN876405F3003048353,"876405",1,,
OCE626,4215,OCESN086983F1101119366,"86983",1,,
OCE626,342,OCESN086985F1101119375,"86985",1,,
OCE626,4201,OCESN086985F1801819379,"86985",1,,
OCE626,2415,OCESN086985F1601619380,"86985",1,,
OCE626,4202,OCESN086985F1701719381,"86985",1,,
OCE626,4200,OCESN086985F1501519377,"86985",1,,
OCE626,4216,OCESN086983F1001019367,"86983",1,,
OCE626,4217,OCESN086983F1801819372,"86983",1,,
OCE626,3489,OCESN086983F1701719371,"86983",1,,
OCE626,4140,OCESN086981F2002019364,"86981",1,,
OCE626,4230,OCESN086981F2102119362,"86981",1,,
OCE626,4218,OCESN086983F1201219369,"86983",1,,
OCE626,4217,OCESN086981F1701719360,"86981",1,,
OCE626,4183,OCESN086985F0900919373,"86985",1,,
OCE626,4195,OCESN086989F1501519388,"86989",1,,
OCE626,3489,OCESN086989F1201219390,"86989",1,,
OCE626,4194,OCESN086989F1101119389,"86989",1,,
OCE626,4185,OCESN086985F1901919382,"86985",1,,
OCE626,4193,OCESN086989F0900919386,"86989",1,,
OCE626,4237,OCESN876405F3303348351,"876405",1,,
OCE626,4235,OCESN876405F2502548345,"876405",1,,
OCE626,4083,OCESN876401F1301348316,"876401",1,,
OCE626,167,OCESN876413F0600648379,"876413",1,,
OCE626,167,OCESN876125F0300348195,"876125",1,,
OCE626,4105,OCESN876433F1701748494,"876433",1,,
OCE626,167,OCESN876417F0400448390,"876417",1,,
OCE626,167,OCESN876121F0300348194,"876121",1,,
OCE626,1803,OCESN876401F1501548317,"876401",1,,
OCE626,167,OCESN876119F0300348193,"876119",1,,
OCE626,167,OCESN876105F0200248191,"876105",1,,
OCE626,4185,OCESN876403F0800848326,"876403",1,,
OCE626,4086,OCESN876401F1401448321,"876401",1,,
OCE626,4084,OCESN876401F1601648319,"876401",1,,
OCE626,4184,OCESN876403F0900948327,"876403",1,,
OCE626,4183,OCESN876421F1301348417,"876421",1,,
OCE626,4243,OCESN876425F0700748434,"876425",1,,
OCE626,4244,OCESN876425F2102148441,"876425",1,,
OCE626,4236,OCESN876425F1701748437,"876425",1,,
OCE626,4223,OCESN876403F1001048330,"876403",1,,
OCE626,4185,OCESN876421F1001048413,"876421",1,,
OCE626,2415,OCESN876421F1201248416,"876421",1,,
OCE626,4184,OCESN876421F1101148414,"876421",1,,
OCE626,3025,OCESN876405F2902948347,"876405",1,,
OCE626,4236,OCESN876405F3403448350,"876405",1,,
OCE626,4238,OCESN876405F3203248354,"876405",1,,
OCE626,4093,OCESN876309F0300348288,"876309",1,,
OCE626,4097,OCESN876301F1301348269,"876301",1,,
OCE626,3482,OCESN876309F0500548289,"876309",1,,
OCE626,4094,OCESN876301F1101148267,"876301",1,,
OCE626,4093,OCESN876611F0300348592,"876611",1,,
OCE626,3482,OCESN876611F0500548591,"876611",1,,
OCE626,4119,OCESN876613F0700748595,"876613",1,,
OCE626,4118,OCESN876613F0600648593,"876613",1,,
OCE626,2415,OCESN876601F0600648583,"876601",1,,
OCE626,4104,OCESN876433F1801848493,"876433",1,,
OCE626,4103,OCESN876433F1201248492,"876433",1,,
OCE626,4095,OCESN876601F0800848586,"876601",1,,
OCE626,3460,OCESN876601F0700748585,"876601",1,,
OCE626,4187,OCESN876131F0300348197,"876131",1,,
OCE626,4189,OCESN876131F0200248196,"876131",1,,
OCE626,4117,OCESN876133F0200248198,"876133",1,,
OCE626,4189,OCESN876135F0300348201,"876135",1,,
OCE626,4187,OCESN876135F0200248200,"876135",1,,
OCE626,4116,OCESN876133F0300348199,"876133",1,,
OCE626,4204,OCESN086987F0400419384,"86987",1,,
OCE626,4203,OCESN086987F0200219383,"86987",1,,
OCE626,4183,OCESN876404F2202248336,"876404",0,,
OCE626,2415,OCESN876408F1901948362,"876408",0,,
OCE626,4185,OCESN876408F1701748359,"876408",0,,
OCE626,4217,OCESN876412F2402448378,"876412",0,,
OCE626,4193,OCESN876418F1901948395,"876418",0,,
OCE626,4184,OCESN876408F1801848365,"876408",0,,
OCE626,2415,OCESN876404F1701748334,"876404",0,,
OCE626,3489,OCESN876418F1601648394,"876418",0,,
OCE626,4183,OCESN876408F2202248364,"876408",0,,
OCE626,4254,OCESN876424F2102148432,"876424",0,,
OCE626,4194,OCESN876426F1601648448,"876426",0,,
OCE626,3489,OCESN876426F1501548447,"876426",0,,
OCE626,4195,OCESN876426F1301348446,"876426",0,,
OCE626,3489,OCESN876412F1501548371,"876412",0,,
OCE626,4216,OCESN876412F2202248376,"876412",0,,
OCE626,4214,OCESN876412F1801848374,"876412",0,,
OCE626,4252,OCESN876424F1601648428,"876424",0,,
OCE626,4216,OCESN876424F1501548426,"876424",0,,
OCE626,2006,OCESN876424F1201248424,"876424",0,,
OCE626,4184,OCESN876404F2502548340,"876404",0,,
OCE626,4195,OCESN876418F1501548396,"876418",0,,
OCE626,4194,OCESN876418F1801848397,"876418",0,,
OCE626,4185,OCESN876404F2602648341,"876404",0,,
OCE626,4193,OCESN876426F1701748449,"876426",0,,
OCE626,4211,OCESN876432F1601648488,"876432",0,,
OCE626,4189,OCESN876604F0400448588,"876604",0,,
OCE626,4187,OCESN876604F0600648590,"876604",0,,
OCE626,4205,OCESN876432F1101148484,"876432",0,,
OCE626,4226,OCESN876428F0800848458,"876428",0,,
OCE626,4224,OCESN876428F0500548455,"876428",0,,
OCE626,4227,OCESN876428F0900948459,"876428",0,,
OCE626,4208,OCESN876432F1301348486,"876432",0,,
OCE626,4210,OCESN876432F1401448487,"876432",0,,
OCE626,4247,OCESN876430F1501548477,"876430",0,,
OCE626,4245,OCESN876430F1201248473,"876430",0,,
OCE626,4212,OCESN876432F1501548490,"876432",0,,
OCE626,4250,OCESN876430F1801848480,"876430",0,,
OCE626,4179,OCESN876136F0200248202,"876136",0,,
OCE626,4117,OCESN876158F0200248207,"876158",0,,
OCE626,4116,OCESN876158F0100148206,"876158",0,,
OCE626,4192,OCESN876142F0300348205,"876142",0,,
OCE626,4180,OCESN876136F0300348203,"876136",0,,
OCE626,4191,OCESN876142F0200248204,"876142",0,,
OCE626,4156,OCESN876316F1001048309,"876316",0,,
OCE626,4157,OCESN876316F1201248310,"876316",0,,
OCE626,4112,OCESN876304F1201248279,"876304",0,,
OCE626,2415,OCESN876302F0700748273,"876302",0,,
OCE626,3460,OCESN876302F0400448271,"876302",0,,
OCE626,4095,OCESN876302F0600648272,"876302",0,,
OCE626,4113,OCESN876316F0900948306,"876316",0,,
OCE626,4095,OCESN876314F0800848304,"876314",0,,
OCE626,2415,OCESN876314F0700748302,"876314",0,,
OCE626,3460,OCESN876314F0500548303,"876314",0,,
OCE626,2415,OCESN876310F0800848291,"876310",0,,
OCE626,4095,OCESN876310F0700748292,"876310",0,,
OCE626,4155,OCESN876316F0800848307,"876316",0,,
OCE626,3460,OCESN876310F0600648293,"876310",0,,
OCE626,4113,OCESN876304F0900948281,"876304",0,,
OCE626,4114,OCESN876304F1001048283,"876304",0,,
OCE626,3482,OCESN876318F0400448313,"876318",0,,
OCE626,4093,OCESN876318F0600648312,"876318",0,,
OCE626,4095,OCESN876402F0500548323,"876402",0,,
OCE626,3460,OCESN876402F0700748324,"876402",0,,
OCE626,4177,OCESN876422F1001048421,"876422",0,,
OCE626,3489,OCESN876422F0900948422,"876422",0,,
OCE626,2415,OCESN876402F0600648322,"876402",0,,
OCE626,167,OCESN876108F0300348192,"876108",0,,
OCE626,146,OCESN876602F0400448587,"876602",0,,
OCE626,167,OCESN876102F0400448189,"876102",0,,
OCE626,3482,OCESN876406F0600648356,"876406",0,,
OCE626,4093,OCESN876406F0400448355,"876406",0,,
OCE626,1717,OCESN876400F0400448314,"876400",0,,
OCE626,1725,OCESN876400F0500548315,"876400",0,,
OCE626,3489,OCESN876420F1001048411,"876420",0,,
OCE626,3485,OCESN876420F1101148410,"876420",0,,
OCE626,2415,OCESN876414F0900948382,"876414",0,,
OCE626,4095,OCESN876414F0800848383,"876414",0,,
OCE626,4213,OCESN876412F1701748372,"876412",0,,
OCE626,2006,OCESN876404F1501548332,"876404",0,,
OCE626,2006,OCESN876408F2002048366,"876408",0,,
OCE626,3462,OCESN876408F1601648361,"876408",0,,
OCE626,3462,OCESN876404F2302348342,"876404",0,,
OCE626,3460,OCESN876414F0700748380,"876414",0,,
OCE626,3460,OCESN876424F0800848423,"876424",0,,
OCE626,2415,OCESN876424F1401448427,"876424",0,,
OCE626,4095,OCESN876424F1701748425,"876424",0,,
OCE626,4215,OCESN876412F2102148375,"876412",0,,
OCE626,4168,OCESN876420F0600648409,"876420",0,,
OCE626,4122,OCESN876408F2102148363,"876408",0,,
OCE626,4122,OCESN876404F2402448337,"876404",0,,
OCE626,167,OCESN876416F0200248389,"876416",0,,
OCE626,167,OCESN876104F0300348190,"876104",0,,
OCE626,4246,OCESN876430F1401448474,"876430",0,,
OCE626,4248,OCESN876430F1901948478,"876430",0,,
OCE240747,3,OCESN087207F0300319434,"87207",1,,
OCE240747,3,OCESN087195F0300319428,"87195",1,,
OCE240747,3706,OCESN087167F0300319406,"87167",1,,
OCE240747,3694,OCESN087175F0300319410,"87175",1,,
OCE240747,3686,OCESN087171F0300319408,"87171",1,,
OCE240747,3685,OCESN087191F0300319424,"87191",1,,
OCE240747,3,OCESN087189F0300319422,"87189",1,,
OCE240747,3685,OCESN087183F0300319416,"87183",1,,
OCE240747,3,OCESN087185F0300319418,"87185",1,,
OCE240747,3706,OCESN087179F0300319412,"87179",1,,
OCE240747,3,OCESN087193F0300319426,"87193",1,,
OCE240747,3,OCESN087181F0300319414,"87181",1,,
OCE240747,3685,OCESN087187F0300319420,"87187",1,,
OCE240747,3715,OCESN087167F0400419405,"87167",1,,
OCE240747,3,OCESN087223F0300319442,"87223",1,,
OCE240747,3693,OCESN087267F0300319466,"87267",1,,
OCE240747,3693,OCESN087263F0300319464,"87263",1,,
OCE240747,3,OCESN087215F0300319438,"87215",1,,
OCE240747,3,OCESN087219F0300319440,"87219",1,,
OCE240747,3686,OCESN087243F0300319452,"87243",1,,
OCE240747,3694,OCESN087269F0300319468,"87269",1,,
OCE240747,3693,OCESN087259F0300319462,"87259",1,,
OCE240747,3693,OCESN087227F0300319444,"87227",1,,
OCE240747,3693,OCESN087255F0300319458,"87255",1,,
OCE240747,3686,OCESN087257F0300319460,"87257",1,,
OCE240747,3686,OCESN087251F0300319456,"87251",1,,
OCE240747,3706,OCESN087155F0300319397,"87155",1,,
OCE240747,3,OCESN087203F0300319432,"87203",1,,
OCE240747,3686,OCESN087157F0300319399,"87157",1,,
OCE240747,3686,OCESN087163F0300319403,"87163",1,,
OCE240747,3706,OCESN087159F0300319401,"87159",1,,
OCE240747,3,OCESN087211F0300319436,"87211",1,,
OCE240747,3693,OCESN087231F0300319446,"87231",1,,
OCE240747,3693,OCESN087247F0300319454,"87247",1,,
OCE240747,3693,OCESN087239F0300319450,"87239",1,,
OCE240747,3,OCESN087199F0300319430,"87199",1,,
OCE240747,3693,OCESN087235F0300319448,"87235",1,,
OCE240747,3693,OCESN087226F0300319443,"87226",0,,
OCE240747,3,OCESN087222F0300319441,"87222",0,,
OCE240747,3693,OCESN087234F0300319447,"87234",0,,
OCE240747,3693,OCESN087230F0300319445,"87230",0,,
OCE240747,3,OCESN087210F0300319435,"87210",0,,
OCE240747,3,OCESN087206F0300319433,"87206",0,,
OCE240747,3,OCESN087218F0300319439,"87218",0,,
OCE240747,3,OCESN087214F0300319437,"87214",0,,
OCE240747,3693,OCESN087238F0300319449,"87238",0,,
OCE240747,3693,OCESN087258F0300319461,"87258",0,,
OCE240747,3686,OCESN087256F0300319459,"87256",0,,
OCE240747,3693,OCESN087266F0300319465,"87266",0,,
OCE240747,3693,OCESN087262F0300319463,"87262",0,,
OCE240747,3693,OCESN087246F0300319453,"87246",0,,
OCE240747,3686,OCESN087242F0300319451,"87242",0,,
OCE240747,3693,OCESN087254F0300319457,"87254",0,,
OCE240747,3686,OCESN087250F0300319455,"87250",0,,
OCE240747,3,OCESN087202F0300319431,"87202",0,,
OCE240747,3685,OCESN087186F0300319419,"87186",0,,
OCE240747,3,OCESN087188F0300319421,"87188",0,,
OCE240747,3685,OCESN087182F0300319415,"87182",0,,
OCE240747,3,OCESN087184F0300319417,"87184",0,,
OCE240747,3,OCESN087194F0300319427,"87194",0,,
OCE240747,3,OCESN087198F0300319429,"87198",0,,
OCE240747,3685,OCESN087190F0300319423,"87190",0,,
OCE240747,3,OCESN087192F0300319425,"87192",0,,
OCE240747,3,OCESN087180F0300319413,"87180",0,,
OCE240747,3706,OCESN087158F0300319400,"87158",0,,
OCE240747,3686,OCESN087162F0300319402,"87162",0,,
OCE240747,3706,OCESN087154F0300319396,"87154",0,,
OCE240747,3686,OCESN087156F0300319398,"87156",0,,
OCE240747,3694,OCESN087174F0300319409,"87174",0,,
OCE240747,3706,OCESN087178F0300319411,"87178",0,,
OCE240747,3694,OCESN087166F0300319404,"87166",0,,
OCE240747,3686,OCESN087170F0300319407,"87170",0,,
OCE240747,3694,OCESN087268F0300319467,"87268",0,,
OCE577,4590,OCESN087433F0200219481,"87433",1,,
OCE577,3,OCESN087417F0200219476,"87417",1,,
OCE577,3,OCESN087429F0200219480,"87429",1,,
OCE577,3,OCESN087403F0200219469,"87403",1,,
OCE577,3,OCESN087455F0200219489,"87455",1,,
OCE577,3,OCESN087457F0200219490,"87457",1,,
OCE577,4590,OCESN087419F0100119477,"87419",1,,
OCE577,3,OCESN087411F0200219473,"87411",1,,
OCE577,4590,OCESN087413F0200219474,"87413",1,,
OCE577,3,OCESN087443F0200219484,"87443",1,,
OCE577,3,OCESN087449F0200219487,"87449",1,,
OCE577,3678,OCESN830200F0200236774,"830200",0,,
OCE577,3734,OCESN087404F0100119470,"87404",0,,
OCE577,4,OCESN087448F0200219485,"87448",0,,
OCE577,4590,OCESN087408F0200219471,"87408",0,,
OCE577,3,OCESN087414F0200219475,"87414",0,,
OCE577,4590,OCESN087420F0100119478,"87420",0,,
OCE577,4590,OCESN087424F0200219479,"87424",0,,
OCE577,3,OCESN087462F0200219492,"87462",0,,
OCE577,3,OCESN087440F0200219483,"87440",0,,
OCE577,3,OCESN087460F0200219491,"87460",0,,
OCE577,4590,OCESN087410F0200219472,"87410",0,,
OCE577,4590,OCESN087434F0200219482,"87434",0,,
OCE577,5,OCESN087448F0300319486,"87448",0,,
OCE577,3,OCESN087454F0200219488,"87454",0,,
OCE16630,4699,OCESN087495F0200219508,"87495",1,,
OCE16630,4668,OCESN087497F0200219512,"87497",1,,
OCE16630,4670,OCESN087489F0300319502,"87489",1,,
OCE16630,4666,OCESN087483F0200219496,"87483",1,,
OCE16630,4590,OCESN087481F0200219494,"87481",1,,
OCE16630,4590,OCESN087487F0200219500,"87487",1,,
OCE16630,1800,OCESN087485F0200219498,"87485",1,,
OCE16630,4838,OCESN087491F0200219504,"87491",1,,
OCE16630,4797,OCESN087491F0300319505,"87491",1,,
OCE16630,3,OCESN087493F0200219506,"87493",1,,
OCE16630,4699,OCESN087496F0200219510,"87496",0,,
OCE16630,3,OCESN087488F0200219501,"87488",0,,
OCE16630,4666,OCESN087482F0200219495,"87482",0,,
OCE16630,4590,OCESN087480F0200219493,"87480",0,,
OCE16630,3,OCESN087490F0200219503,"87490",0,,
OCE16630,1800,OCESN087484F0200219497,"87484",0,,
OCE16630,3,OCESN087494F0200219507,"87494",0,,
OCE16630,4590,OCESN087486F0200219499,"87486",0,,
OCESN-82001000-87141002,3,OCESN088513F1301319521,"88513",1,,
OCESN-82001000-87141002,3,OCESN088511F1501519520,"88511",1,,
OCESN-82001000-87141002,167,OCESN088515F0500519522,"88515",1,,
OCESN-82001000-87141002,3679,OCESN088537F0500519547,"88537",1,,
OCESN-82001000-87141002,3,OCESN088517F1001019523,"88517",1,,
OCESN-82001000-87141002,3679,OCESN088505F0700719515,"88505",1,,
OCESN-82001000-87141002,3710,OCESN088503F0800819514,"88503",1,,
OCESN-82001000-87141002,146,OCESN088507F2102119516,"88507",1,,
OCESN-82001000-87141002,3,OCESN088509F1301319519,"88509",1,,
OCESN-82001000-87141002,3739,OCESN088581F0700719560,"88581",1,,
OCESN-82001000-87141002,3739,OCESN088579F0700719559,"88579",1,,
